smiles,Formula,Mass,HOFs,Td,Ro,D(km/s),P(GPa),Q(J/g),V(L/kg),T(K)
Nc1nc2c(nc(N)n3c(C=N[N+](=O)[O-])c([N+](=O)[O-])nc23)n1[N+](=O)[O-],C8H5N11O6,351.2,395.2 ,261.2 ,1.829 ,7.63 ,26.6,4812,621,2992
N=c1c2c(nc(N)n1[N+](=O)[O-])[nH]c(=O)n2N[N+](=O)[O-],C5H5N9O5,271.2,35.2 ,213.8 ,1.823 ,7.63 ,26.5,4179,681,2848
Nc1nc2c(c(N[N+](=O)[O-])nn2N)n2c(=O)n(N[N+](=O)[O-])c(=O)n12,C6H6N12O6,342.2,120.5 ,229.4 ,1.807 ,7.63 ,26.4,4203,687,2889
Nc1c([N+](=O)[O-])[nH]c(=O)n2c(C=N[N+](=O)[O-])nnc12,C6H4N8O5,268.1,129.6 ,239.5 ,1.859 ,7.63 ,26.9,4494,626,2815
Nc1nnn2cc(N[N+](=O)[O-])c3nc4c(=O)n(N[N+](=O)[O-])c(=O)n([N+](=O)[O-])c4nc3c12,C10H5N13O8,435.2,406.7 ,222.6 ,1.835 ,7.63 ,26.7,4814,604,2911
Nc1c([N+](=O)[O-])c2nc3c(=O)n([N+](=O)[O-])c(=O)n(N)c3nc2c2c(N[N+](=O)[O-])nnn12,C10H5N13O8,435.2,410.1 ,258.1 ,1.834 ,7.63 ,26.6,4822,604,2916
Nn1c(=O)c2nc3c(N[N+](=O)[O-])c(N[N+](=O)[O-])n4nnc([N+](=O)[O-])c4c3nc2n(N)c1=O,C10H6N14O8,450.2,417.2 ,250.7 ,1.829 ,7.63 ,26.6,4728,621,2940
Nn1c(N[N+](=O)[O-])nc2nc([N+](=O)[O-])[nH]c(=O)c21,C5H4N8O5,256.1,30.5 ,216.9 ,1.825 ,7.63 ,26.6,4317,655,2832
NN=c1[nH]c(=O)[nH]c2nc(C=N[N+](=O)[O-])n([N+](=O)[O-])c12,C6H5N9O5,283.2,190.1 ,236.8 ,1.824 ,7.63 ,26.6,4549,652,2969
NN=c1[nH]c(=O)[nH]c2nc(C=N[N+](=O)[O-])n([N+](=O)[O-])c12,C6H5N9O5,283.2,190.1 ,236.8 ,1.824 ,7.63 ,26.6,4549,652,2969
Nc1nc(N[N+](=O)[O-])n2c(=O)n([N+](=O)[O-])c(N)nc12,C5H5N9O5,271.2,40.2 ,203.3 ,1.820 ,7.63 ,26.5,4198,681,2861
O=c1[nH]ncc2c([N+](=O)[O-])c(C=N[N+](=O)[O-])nn12,C6H3N7O5,253.1,232.6 ,201.7 ,1.810 ,7.63 ,26.4,5077,597,3032
Nc1nc2c3nc(C=N[N+](=O)[O-])[nH]c3nc([N+](=O)[O-])n2c1N[N+](=O)[O-],C8H5N11O6,351.2,446.2 ,204.1 ,1.809 ,7.63 ,26.4,4958,621,3083
Nc1c2cnn(C=N[N+](=O)[O-])c2nc2c1c([N+](=O)[O-])nn2[N+](=O)[O-],C8H4N10O6,336.2,462.7 ,249.3 ,1.808 ,7.63 ,26.4,5160,599,3094
Nc1nc(N[N+](=O)[O-])c2c(N)n([N+](=O)[O-])nc2n1,C5H5N9O4,255.2,245.3 ,220.5 ,1.804 ,7.63 ,26.4,4494,680,3057
Nn1c([N+](=O)[O-])nc2c(=N[N+](=O)[O-])[nH]cnc21,C5H4N8O4,240.1,245.7 ,219.6 ,1.804 ,7.63 ,26.4,4682,652,3057
O=c1[nH]c2nc3c(cc(N[N+](=O)[O-])n4nnc([N+](=O)[O-])c34)nc2c(=O)n1N[N+](=O)[O-],C10H4N12O8,420.2,354.4 ,204.1 ,1.856 ,7.63 ,26.8,4807,586,2819
Nc1nc(N[N+](=O)[O-])c2nc([N+](=O)[O-])[nH]c(=O)n12,C5H4N8O5,256.1,-5.9 ,210.4 ,1.846 ,7.63 ,26.7,4175,655,2738
Nc1c(C=N[N+](=O)[O-])n([N+](=O)[O-])c(=O)n2c(N)nnc12,C6H5N9O5,283.2,187.3 ,218.0 ,1.825 ,7.63 ,26.6,4540,652,2962
NN=c1c2[nH]c(=O)n([N+](=O)[O-])c2nc(N)n1C=N[N+](=O)[O-],C6H6N10O5,298.2,185.9 ,240.3 ,1.825 ,7.63 ,26.6,4383,676,2963
O=[N+]([O-])c1c[nH]c2nc([N+](=O)[O-])n3nnnc3c12,C6H2N8O4,250.1,475.1 ,283.5 ,1.819 ,7.63 ,26.5,5229,582,3043
Nc1c([N+](=O)[O-])n2c(=O)c3c(C=N[N+](=O)[O-])nn(N)c3nc2n1[N+](=O)[O-],C8H5N11O7,367.2,244.7 ,244.8 ,1.815 ,7.63 ,26.5,4729,625,2957
Nc1nnn2c([N+](=O)[O-])c([N+](=O)[O-])c3nc4c(=O)n(N[N+](=O)[O-])c(=O)[nH]c4nc3c12,C10H4N12O8,420.2,306.2 ,261.2 ,1.871 ,7.63 ,26.9,4693,586,2751
O=c1n(C=N[N+](=O)[O-])c(=O)n2c3c([N+](=O)[O-])n[nH]c3ncn12,C7H3N9O6,309.2,150.5 ,247.0 ,1.870 ,7.63 ,26.9,4528,597,2706
Nc1n[nH]c2nc(C=N[N+](=O)[O-])n3c(=O)n(N[N+](=O)[O-])c(=O)n3c12,C7H5N11O6,339.2,155.6 ,207.4 ,1.860 ,7.63 ,26.8,4276,643,2753
Nc1c([N+](=O)[O-])n2nnnc2[nH]c1=O,C4H3N7O3,197.1,201.0 ,263.2 ,1.847 ,7.63 ,26.7,4362,653,2850
NN=c1[nH]c(C=N[N+](=O)[O-])nc2[nH]c(=O)n([N+](=O)[O-])c12,C6H5N9O5,283.2,166.2 ,243.5 ,1.835 ,7.63 ,26.6,4465,652,2914
Nc1n[nH]c(=O)c2nn(C=N[N+](=O)[O-])c([N+](=O)[O-])c12,C6H4N8O5,268.1,179.3 ,232.3 ,1.832 ,7.63 ,26.6,4679,626,2931
Nc1n[nH]c2nc3c(c(C=N[N+](=O)[O-])nn3[N+](=O)[O-])c([N+](=O)[O-])c12,C8H4N10O6,336.2,427.7 ,221.3 ,1.820 ,7.63 ,26.5,5056,599,3032
NN=c1c2c(ncn1C=N[N+](=O)[O-])[nH]c(=O)n2[N+](=O)[O-],C6H5N9O5,283.2,201.4 ,238.8 ,1.817 ,7.63 ,26.5,4589,652,2995
Nc1nc2c(=N[N+](=O)[O-])[nH]c([N+](=O)[O-])nc2n1N,C5H5N9O4,255.2,229.3 ,233.9 ,1.812 ,7.63 ,26.4,4431,680,3014
Nc1nc(N[N+](=O)[O-])n2c(=O)n(N)c([N+](=O)[O-])nc12,C5H5N9O5,271.2,78.0 ,213.5 ,1.798 ,7.63 ,26.3,4337,681,2956
Nc1c(N[N+](=O)[O-])c2nc3c(=O)[nH]c(=O)n(N[N+](=O)[O-])c3nc2c2c([N+](=O)[O-])nnn12,C10H5N13O8,435.2,334.7 ,207.6 ,1.857 ,7.63 ,26.8,4649,604,2811
N=c1c2c(nc([N+](=O)[O-])n1[N+](=O)[O-])[nH]c(=O)n2N,C5H4N8O5,256.1,-12.3 ,241.3 ,1.849 ,7.63 ,26.7,4150,655,2722
Nc1nc2[nH]c([N+](=O)[O-])nc2c(=O)n1[N+](=O)[O-],C5H3N7O5,241.1,-1.8 ,243.3 ,1.845 ,7.63 ,26.7,4358,627,2732
Nn1c(=O)n(N[N+](=O)[O-])c2nc3c(nc21)n(N)c(=O)n3[N+](=O)[O-],C6H5N11O6,327.2,82.2 ,243.5 ,1.822 ,7.63 ,26.5,4209,667,2810
N=c1[nH]cnc2c1nc([N+](=O)[O-])n2[N+](=O)[O-],C5H3N7O4,225.1,233.3 ,250.4 ,1.813 ,7.63 ,26.4,4837,621,3008
Nc1nc(=O)c2c(nc(N[N+](=O)[O-])n2N)n1[N+](=O)[O-],C5H5N9O5,271.2,76.6 ,206.4 ,1.798 ,7.63 ,26.3,4332,681,2952
Nc1nc2c(=NN[N+](=O)[O-])n([N+](=O)[O-])c(N)nc2[nH]1,C5H6N10O4,270.2,256.5 ,206.5 ,1.798 ,7.63 ,26.3,4370,704,3080
Nn1nc(C=N[N+](=O)[O-])c2c1c(=O)n(N[N+](=O)[O-])c(=O)n2N,C6H6N10O6,314.2,68.8 ,210.2 ,1.795 ,7.63 ,26.3,4413,677,2989
O=c1[nH]c2nc3c(=O)n([N+](=O)[O-])c(=O)[nH]c3nc2c(=O)n1[N+](=O)[O-],C8H2N8O8,338.2,-282.7 ,259.4 ,1.980 ,7.63 ,27.8,3955,563,2227
Nc1c([N+](=O)[O-])c2nc3c(=O)[nH]c(=O)n([N+](=O)[O-])c3nc2c2c([N+](=O)[O-])nnn12,C10H3N11O8,405.2,247.6 ,277.1 ,1.897 ,7.63 ,27.1,4666,566,2644
O=c1[nH]c2ncn(C=N[N+](=O)[O-])c2c(=O)n1[N+](=O)[O-],C6H3N7O6,269.1,-36.8 ,200.4 ,1.852 ,7.63 ,26.8,4505,603,2719
N=c1[nH]c(=O)[nH]c2c1nc([N+](=O)[O-])n2[N+](=O)[O-],C5H3N7O5,241.1,-7.0 ,242.1 ,1.848 ,7.63 ,26.7,4336,627,2719
Nc1nnn2c([N+](=O)[O-])c(N[N+](=O)[O-])c3nc4c(=O)n([N+](=O)[O-])c(=O)n(N)c4nc3c12,C10H5N13O8,435.2,377.0 ,265.7 ,1.843 ,7.63 ,26.7,4746,604,2870
Nc1nnc2[nH]c(=O)c(C=N[N+](=O)[O-])c([N+](=O)[O-])n12,C6H4N8O5,268.1,159.0 ,224.1 ,1.841 ,7.63 ,26.7,4603,626,2884
Nc1c([N+](=O)[O-])c2nc3c(=O)n(N[N+](=O)[O-])c(=O)n([N+](=O)[O-])c3nc2c2cnnn12,C10H4N12O8,420.2,405.6 ,235.6 ,1.839 ,7.63 ,26.7,4929,586,2890
O=c1[nH]c2nc3c(nc2c(=O)n1N[N+](=O)[O-])c(N[N+](=O)[O-])cn1nnc(N[N+](=O)[O-])c31,C10H5N13O8,435.2,394.8 ,204.6 ,1.838 ,7.63 ,26.6,4787,604,2895
Nn1nc([N+](=O)[O-])c2c(=O)n3c(C=N[N+](=O)[O-])c([N+](=O)[O-])n(N)c3nc21,C8H5N11O7,367.2,254.2 ,265.0 ,1.811 ,7.63 ,26.4,4755,625,2973
Nn1c(=O)c2nc3c(N[N+](=O)[O-])c(N[N+](=O)[O-])n4nnc(N[N+](=O)[O-])c4c3nc2n(N)c1=O,C10H7N15O8,465.3,467.4 ,238.1 ,1.810 ,7.63 ,26.4,4732,637,3018
Nn1ncc2c(=O)n3c(C=N[N+](=O)[O-])c([N+](=O)[O-])n([N+](=O)[O-])c3nc21,C8H4N10O7,352.2,271.1 ,234.2 ,1.808 ,7.63 ,26.4,4941,604,2985
Nc1nc2c3ncn([N+](=O)[O-])c3nc([N+](=O)[O-])n2c1C=N[N+](=O)[O-],C8H4N10O6,336.2,460.9 ,256.0 ,1.807 ,7.63 ,26.4,5155,599,3091
Nc1nc2ncc([N+](=O)[O-])c([N+](=O)[O-])n2n1,C5H3N7O4,225.1,253.0 ,278.1 ,1.801 ,7.63 ,26.3,4925,621,3062
Nn1nc(C=N[N+](=O)[O-])c2c(=O)n3cc([N+](=O)[O-])n(N[N+](=O)[O-])c3nc21,C8H5N11O7,367.2,291.9 ,202.0 ,1.797 ,7.63 ,26.3,4857,625,3037
Nn1c([N+](=O)[O-])c([N+](=O)[O-])c2c1ncn1nnnc21,C6H3N9O4,265.1,507.2 ,300.1 ,1.796 ,7.63 ,26.3,5140,612,3148
Nc1c([N+](=O)[O-])n2nnc([N+](=O)[O-])c2c2nc3[nH]c(=O)n(N[N+](=O)[O-])c(=O)c3nc12,C10H4N12O8,420.2,274.5 ,254.8 ,1.881 ,7.63 ,27,4617,586,2707
Nn1nc([N+](=O)[O-])c2c(=O)[nH]n(C=N[N+](=O)[O-])c(=O)c21,C6H4N8O6,284.1,-21.7 ,237.2 ,1.840 ,7.63 ,26.7,4401,630,2775
Nc1nc2c3nc(N)n(C=N[N+](=O)[O-])c3nc([N+](=O)[O-])n2c1[N+](=O)[O-],C8H5N11O6,351.2,386.2 ,264.9 ,1.830 ,7.63 ,26.6,4787,621,2977
Nn1c(=O)c2c([N+](=O)[O-])nn(C=N[N+](=O)[O-])c2c(=O)n1N,C6H5N9O6,299.2,1.3 ,250.0 ,1.826 ,7.63 ,26.5,4333,655,2839
Nc1nc2c(nc(N)n2[N+](=O)[O-])c(=N[N+](=O)[O-])[nH]1,C5H5N9O4,255.2,207.4 ,214.3 ,1.824 ,7.63 ,26.5,4345,680,2956
Nn1c(=O)c2c(C=N[N+](=O)[O-])n[nH]c2n(N[N+](=O)[O-])c1=O,C6H5N9O6,299.2,11.1 ,202.3 ,1.822 ,7.63 ,26.5,4366,655,2860
Nc1cc2nc3c(=O)n(N[N+](=O)[O-])c(=O)n([N+](=O)[O-])c3nc2c2c(N[N+](=O)[O-])nnn12,C10H5N13O8,435.2,445.3 ,213.4 ,1.822 ,7.63 ,26.5,4903,604,2965
Nn1c(=O)c2nc3c([N+](=O)[O-])c(C=N[N+](=O)[O-])n4nnc(C=N[N+](=O)[O-])c4c3nc2n([N+](=O)[O-])c1=O,C12H4N14O10,504.3,503.6 ,236.7 ,1.821 ,7.63 ,26.5,5083,577,2935
N=c1c2nc(N[N+](=O)[O-])n(N)c2[nH]c(=O)n1[N+](=O)[O-],C5H5N9O5,271.2,37.2 ,211.4 ,1.820 ,7.63 ,26.5,4187,681,2853
NN1c2nonc2-c2nonc2-c2nonc21,C6H2N8O3,234.1,700.7 ,273.6 ,1.804 ,7.63 ,26.4,5709,574,3277
NN=c1c2c(nc(C=N[N+](=O)[O-])n2C=N[N+](=O)[O-])[nH]c(=O)n1C=N[N+](=O)[O-],C8H6N12O7,382.2,270.9 ,211.7 ,1.802 ,7.63 ,26.3,4671,644,3011
NN=c1c2c(nc(C=N[N+](=O)[O-])n2C=N[N+](=O)[O-])[nH]c(=O)n1C=N[N+](=O)[O-],C8H6N12O7,382.2,270.9 ,211.7 ,1.802 ,7.63 ,26.3,4671,644,3011
NN=C1C(=N[N+](=O)[O-])N=C2N1C(N)=C(N)N2[N+](=O)[O-],C5H6N10O4,270.2,251.6 ,213.4 ,1.800 ,7.63 ,26.3,4352,704,3067
N=c1[nH]c(=O)n([N+](=O)[O-])c2nc(N[N+](=O)[O-])n(N)c12,C5H5N9O5,271.2,76.4 ,218.4 ,1.798 ,7.63 ,26.3,4332,681,2952
N=c1[nH]c(=O)n([N+](=O)[O-])c2nc(N[N+](=O)[O-])n(N)c12,C5H5N9O5,271.2,76.4 ,218.4 ,1.798 ,7.63 ,26.3,4332,681,2952
O=c1[nH]c(=O)n(C=N[N+](=O)[O-])c2nc3c(nc12)c([N+](=O)[O-])c(C=N[N+](=O)[O-])n1nnc([N+](=O)[O-])c31,C12H3N13O10,489.2,384.1 ,202.5 ,1.857 ,7.63 ,26.8,4948,560,2775
Nn1c(=O)n([N+](=O)[O-])c(=O)c2nc3cc(N[N+](=O)[O-])n4nnc([N+](=O)[O-])c4c3nc21,C10H4N12O8,420.2,374.2 ,250.5 ,1.848 ,7.63 ,26.7,4855,586,2846
Nc1c(C=N[N+](=O)[O-])nc2c([N+](=O)[O-])n[nH]c(=O)n12,C6H4N8O5,268.1,145.8 ,239.9 ,1.848 ,7.63 ,26.7,4554,626,2853
NN=c1[nH]c(=O)n([N+](=O)[O-])c2nc(C=N[N+](=O)[O-])[nH]c12,C6H5N9O5,283.2,162.2 ,240.8 ,1.836 ,7.63 ,26.6,4451,652,2904
NN=c1[nH]c(=O)n([N+](=O)[O-])c2nc(C=N[N+](=O)[O-])[nH]c12,C6H5N9O5,283.2,162.2 ,240.8 ,1.836 ,7.63 ,26.6,4451,652,2904
Nc1nc2[nH]c([N+](=O)[O-])nc2c2nc([N+](=O)[O-])c(C=N[N+](=O)[O-])n12,C8H4N10O6,336.2,385.0 ,257.4 ,1.835 ,7.63 ,26.6,4929,599,2956
O=c1[nH]c([N+](=O)[O-])c(C=N[N+](=O)[O-])c2nncn12,C6H3N7O5,253.1,184.3 ,220.8 ,1.833 ,7.63 ,26.6,4886,597,2918
NC1=C([N+](=O)[O-])N(N)C([N+](=O)[O-])=C(N)C1=C1N=NN=N1,C6H6N10O4,282.2,348.9 ,275.3 ,1.833 ,7.63 ,26.6,4511,674,3044
Nc1nc2c(nc(C=N[N+](=O)[O-])n2[N+](=O)[O-])c2nc([N+](=O)[O-])c(N)n12,C8H5N11O6,351.2,379.9 ,259.7 ,1.832 ,7.63 ,26.6,4769,621,2965
Nn1nc(C=N[N+](=O)[O-])c2c1c(=O)[nH]c(=O)n2[N+](=O)[O-],C6H4N8O6,284.1,-6.9 ,226.4 ,1.832 ,7.63 ,26.6,4453,630,2808
Nc1nc2[nH]c([N+](=O)[O-])nc(N[N+](=O)[O-])c-2n1,C5H4N8O4,240.1,200.0 ,210.4 ,1.828 ,7.63 ,26.5,4491,652,2932
Nc1nn2c(=O)n(C=N[N+](=O)[O-])nc([N+](=O)[O-])c2c1N,C6H5N9O5,283.2,186.2 ,245.8 ,1.824 ,7.63 ,26.5,4536,652,2960
Nn1c(N[N+](=O)[O-])nc2[nH]c([N+](=O)[O-])nc(=O)c21,C5H4N8O5,256.1,31.0 ,216.7 ,1.822 ,7.63 ,26.5,4319,655,2833
Nn1c(C=N[N+](=O)[O-])nc2c1nc([N+](=O)[O-])n1c([N+](=O)[O-])cnc21,C8H4N10O6,336.2,453.3 ,256.7 ,1.809 ,7.63 ,26.4,5132,599,3078
NN=c1c2c(nc(C=N[N+](=O)[O-])n2[N+](=O)[O-])n(N)c(=O)n1N,C6H7N11O5,313.2,222.6 ,254.2 ,1.806 ,7.63 ,26.4,4362,697,3042
NN=c1c2c(nc(C=N[N+](=O)[O-])n2[N+](=O)[O-])n(N)c(=O)n1N,C6H7N11O5,313.2,222.6 ,254.2 ,1.806 ,7.63 ,26.4,4362,697,3042
Nc1nc2c3nc(C=N[N+](=O)[O-])n(N[N+](=O)[O-])c3nc(N)n2c1[N+](=O)[O-],C8H6N12O6,366.2,455.0 ,219.9 ,1.802 ,7.63 ,26.3,4841,642,3109
Nc1c([N+](=O)[O-])n(N)c2nc3c(c(C=N[N+](=O)[O-])nn3N[N+](=O)[O-])c(=O)n12,C8H6N12O7,382.2,290.1 ,205.8 ,1.795 ,7.63 ,26.3,4722,644,3044
Nn1c(=O)[nH]c(=O)c2nc3c(N[N+](=O)[O-])c([N+](=O)[O-])n4nnc([N+](=O)[O-])c4c3nc21,C10H4N12O8,420.2,301.7 ,253.5 ,1.871 ,7.63 ,26.9,4682,586,2745
N=c1c2[nH]c([N+](=O)[O-])nc2[nH]c(=O)n1[N+](=O)[O-],C5H3N7O5,241.1,-38.4 ,245.1 ,1.867 ,7.63 ,26.9,4206,627,2637
N=c1c2[nH]c([N+](=O)[O-])nc2[nH]c(=O)n1[N+](=O)[O-],C5H3N7O5,241.1,-38.4 ,245.1 ,1.867 ,7.63 ,26.9,4206,627,2637
Nc1nnn2c([N+](=O)[O-])c(N[N+](=O)[O-])c3nc4c(=O)n(N[N+](=O)[O-])c(=O)[nH]c4nc3c12,C10H5N13O8,435.2,361.0 ,246.9 ,1.847 ,7.63 ,26.7,4709,604,2848
Nn1nc([N+](=O)[O-])c2c(=O)n(C=N[N+](=O)[O-])[nH]c(=O)c21,C6H4N8O6,284.1,-22.9 ,237.7 ,1.840 ,7.63 ,26.6,4396,630,2772
Nn1c(=O)n2c(N[N+](=O)[O-])nc3c(cnn3N[N+](=O)[O-])n2c1=O,C6H5N11O6,327.2,88.9 ,224.4 ,1.818 ,7.63 ,26.5,4230,667,2823
NN=c1c2nc([N+](=O)[O-])nc([N+](=O)[O-])c2nc(N)n1N,C6H6N10O4,282.2,377.3 ,272.3 ,1.818 ,7.63 ,26.4,4612,674,3112
Nc1nc2c(nc([N+](=O)[O-])n2N)c2nc(C=N[N+](=O)[O-])c([N+](=O)[O-])n12,C8H5N11O6,351.2,433.5 ,263.9 ,1.812 ,7.63 ,26.4,4921,621,3060
Nc1[nH]c2nc(N[N+](=O)[O-])n3nnnc3c2c1[N+](=O)[O-],C6H4N10O4,280.2,470.5 ,230.4 ,1.808 ,7.63 ,26.4,4815,639,3079
Nc1nn(C=N[N+](=O)[O-])c2nc3n(C=N[N+](=O)[O-])c([N+](=O)[O-])c(C=N[N+](=O)[O-])n3c(=O)c12,C10H5N13O9,451.2,305.9 ,200.7 ,1.807 ,7.63 ,26.4,4856,608,2953
O=[N+]([O-])N=Cc1nc2c3nc([N+](=O)[O-])[nH]c3nc(C=N[N+](=O)[O-])n2c1C=N[N+](=O)[O-],C10H4N12O8,420.2,529.8 ,210.4 ,1.800 ,7.63 ,26.3,5225,586,3063
NN=C1C(=N[N+](=O)[O-])N=C2N(N)C(N)=C([N+](=O)[O-])N12,C5H6N10O4,270.2,256.7 ,217.4 ,1.796 ,7.63 ,26.3,4370,704,3080
Nc1[nH]c(=O)n2c([N+](=O)[O-])nnc2c1C=N[N+](=O)[O-],C6H4N8O5,268.1,155.4 ,224.1 ,1.842 ,7.63 ,26.7,4590,626,2875
Nn1c(=O)c2nc3c(C=N[N+](=O)[O-])c(C=N[N+](=O)[O-])n4nnc([N+](=O)[O-])c4c3nc2n([N+](=O)[O-])c1=O,C12H4N14O10,504.3,435.9 ,245.4 ,1.837 ,7.63 ,26.6,4949,577,2858
N=c1[nH]c([N+](=O)[O-])nc2c1nc([N+](=O)[O-])n2N,C5H4N8O4,240.1,212.1 ,283.5 ,1.821 ,7.63 ,26.5,4542,652,2965
Nc1c([N+](=O)[O-])nc2c3nc(C=N[N+](=O)[O-])n(N)c3nc([N+](=O)[O-])n12,C8H5N11O6,351.2,422.2 ,261.4 ,1.816 ,7.63 ,26.4,4889,621,3040
N=c1c2c(nc(N[N+](=O)[O-])n2N[N+](=O)[O-])[nH]c(=O)n1N,C5H6N10O5,286.2,78.0 ,204.4 ,1.798 ,7.63 ,26.3,4190,704,2951
N=c1c2c(nc(N[N+](=O)[O-])n2N[N+](=O)[O-])[nH]c(=O)n1N,C5H6N10O5,286.2,78.0 ,204.4 ,1.798 ,7.63 ,26.3,4190,704,2951
NC1=C([N+](=O)[O-])NC2=NC(=NC=N[N+](=O)[O-])C(=NC=N[N+](=O)[O-])N21,C7H5N11O6,339.2,295.6 ,223.4 ,1.798 ,7.63 ,26.3,4689,643,3019
O=c1[nH]c(=O)n([N+](=O)[O-])c2[nH]c(=O)n(C=N[N+](=O)[O-])c12,C6H3N7O7,285.1,-260.6 ,211.1 ,1.874 ,7.62 ,26.9,4158,608,2531
NN=c1c2c(nc(C=N[N+](=O)[O-])n1[N+](=O)[O-])[nH]c(=O)n2N,C6H6N10O5,298.2,177.3 ,242.5 ,1.826 ,7.62 ,26.5,4354,676,2943
Nn1c(=O)n(C=N[N+](=O)[O-])c2c1c(=O)n(N[N+](=O)[O-])c(=O)n2N,C6H6N10O7,330.2,-166.7 ,218.7 ,1.822 ,7.62 ,26.5,4082,678,2769
Nc1c([N+](=O)[O-])[nH]c2nc(N[N+](=O)[O-])n3nnnc3c12,C6H4N10O4,280.2,453.2 ,235.1 ,1.816 ,7.62 ,26.4,4753,639,3040
N=c1[nH]nc([N+](=O)[O-])c2n[nH]nc12,C4H3N7O2,181.1,430.3 ,313.5 ,1.812 ,7.62 ,26.4,4927,649,3199
N=c1c2nc(N[N+](=O)[O-])[nH]c2n([N+](=O)[O-])c(=O)n1N,C5H5N9O5,271.2,65.2 ,217.8 ,1.803 ,7.62 ,26.3,4290,681,2924
N=C1N=C2N(C1=NN)C([N+](=O)[O-])=C(N)N2[N+](=O)[O-],C5H5N9O4,255.2,248.7 ,224.6 ,1.799 ,7.62 ,26.3,4507,680,3066
Nn1c(=O)n2c(C=N[N+](=O)[O-])nc3[nH]nc([N+](=O)[O-])c3n2c1=O,C7H4N10O6,324.2,126.3 ,269.9 ,1.874 ,7.62 ,26.9,4314,621,2682
Nn1c(=O)n([N+](=O)[O-])c(=O)c2[nH]c(C=N[N+](=O)[O-])nc21,C6H4N8O6,284.1,-64.3 ,226.0 ,1.861 ,7.62 ,26.8,4251,630,2681
Nn1c(=O)n([N+](=O)[O-])c(=O)c2nc(C=N[N+](=O)[O-])[nH]c21,C6H4N8O6,284.1,-62.6 ,228.1 ,1.860 ,7.62 ,26.8,4257,630,2684
Nc1nc([N+](=O)[O-])nc2nc([N+](=O)[O-])c(N)n12,C5H4N8O4,240.1,188.9 ,293.7 ,1.834 ,7.62 ,26.6,4445,652,2902
Nc1c(N[N+](=O)[O-])c2nc3c(=O)n(N[N+](=O)[O-])c(=O)[nH]c3nc2c2c(N[N+](=O)[O-])nnn12,C10H6N14O8,450.2,419.3 ,216.9 ,1.825 ,7.62 ,26.5,4732,621,2943
Nc1nc([N+](=O)[O-])c2ncn([N+](=O)[O-])c(=O)n12,C5H3N7O5,241.1,32.3 ,240.8 ,1.822 ,7.62 ,26.5,4499,627,2821
Nn1c(N[N+](=O)[O-])nc2[nH]c([N+](=O)[O-])nc2c1=O,C5H4N8O5,256.1,36.5 ,215.2 ,1.818 ,7.62 ,26.4,4341,655,2847
Nn1nc([N+](=O)[O-])c2c(=O)n3cc([N+](=O)[O-])n(C=N[N+](=O)[O-])c3nc21,C8H4N10O7,352.2,257.8 ,256.5 ,1.810 ,7.62 ,26.4,4903,604,2962
Nc1c(C=N[N+](=O)[O-])nc2c3ncn([N+](=O)[O-])c3nc([N+](=O)[O-])n12,C8H4N10O6,336.2,456.1 ,259.7 ,1.806 ,7.62 ,26.3,5141,599,3083
Nc1c([N+](=O)[O-])n2c(=O)c3c(C=N[N+](=O)[O-])nn([N+](=O)[O-])c3nc2n1N,C8H5N11O7,367.2,260.5 ,243.5 ,1.806 ,7.62 ,26.3,4772,625,2984
NN=c1[nH]c(=O)n(C=N[N+](=O)[O-])c2c1nc(C=N[N+](=O)[O-])n2C=N[N+](=O)[O-],C8H6N12O7,382.2,268.2 ,208.3 ,1.802 ,7.62 ,26.3,4664,644,3007
Nc1c([N+](=O)[O-])c(C=N[N+](=O)[O-])c2nnnn2c1N,C6H5N9O4,267.2,423.1 ,220.7 ,1.796 ,7.62 ,26.2,4957,649,3221
N=c1c2c(nc(N)n1C=N[N+](=O)[O-])n(C=N[N+](=O)[O-])c(=O)n2C=N[N+](=O)[O-],C8H6N12O7,382.2,283.9 ,212.4 ,1.796 ,7.62 ,26.2,4705,644,3033
O=c1[nH]c(=O)n(C=N[N+](=O)[O-])c2[nH]c(=O)n([N+](=O)[O-])c12,C6H3N7O7,285.1,-260.2 ,210.1 ,1.873 ,7.62 ,26.9,4160,608,2532
Nc1n[nH]c2c1c(=O)n(C=N[N+](=O)[O-])c(=O)n2[N+](=O)[O-],C6H4N8O6,284.1,-74.1 ,209.6 ,1.866 ,7.62 ,26.8,4216,630,2659
O=c1[nH]c2nc3c(nc2c(=O)n1C=N[N+](=O)[O-])c([N+](=O)[O-])c(C=N[N+](=O)[O-])n1nnc([N+](=O)[O-])c31,C12H3N13O10,489.2,375.2 ,211.5 ,1.857 ,7.62 ,26.8,4930,560,2765
O=c1[nH]c2c(ncn2C=N[N+](=O)[O-])c(=O)n1[N+](=O)[O-],C6H3N7O6,269.1,-42.9 ,202.2 ,1.853 ,7.62 ,26.7,4483,603,2705
NN=c1[nH]c(N)nc2c([N+](=O)[O-])nc([N+](=O)[O-])nc12,C6H5N9O4,267.2,334.5 ,278.1 ,1.841 ,7.62 ,26.6,4625,649,3005
Nc1nn(C=N[N+](=O)[O-])c2nc3n([N+](=O)[O-])c([N+](=O)[O-])c(N)n3c(=O)c12,C8H5N11O7,367.2,187.9 ,246.1 ,1.833 ,7.62 ,26.6,4574,625,2860
