Ro,smiles
1.3067,CN/C(=C(/c1ccccc1)\[N+](=O)[O-])/c1ccccc1
1.3338,[O-][N+](=O)c1ccc(cc1)CNc1ccccc1
1.49,O=C(Oc1ccc(cc1)[N+](=O)[O-])CCC(=O)Oc1ccc(cc1)[N+](=O)[O-]
1.433,CC(=O)c1cccc(c1)n1nc2c(c1[N+](=O)[O-])cccc2
1.4249,CC(=O)Nc1cccc(c1)[N+](=O)[O-]
1.5052,O=C1CCC(=O)N1C(=O)c1ccc(cc1)[N+](=O)[O-]
1.271,[O-][N+](=O)/C(=C/c1c(c2ccccc2)n(c2c1cccc2)C)/C
1.2832,N#C/C(=C\C=C\c1ccc(cc1)[N+](=O)[O-])/N(c1ccccc1)C
1.2998,CC(=NNc1ccccc1[N+](=O)[O-])C
1.3563,COc1ccc(cc1)C(=O)N(c1ccc(cc1)[N+](=O)[O-])C
1.4744,OC[C@H]1O[C@H](C[C@@H]1O)n1nnc(c1)c1ccc(cc1)[N+](=O)[O-]
1.6643,[O-][N+](=O)c1cc(C(=O)C)c(c(c1O)[N+](=O)[O-])O
1.3935,O=C1CCC(=C1)Nc1ccc(cc1)[N+](=O)[O-]
1.3606,[O-][N+](=O)c1ccccc1/C=N/Nc1ccccc1
1.6545,[O-][N+](=O)c1cncc(c1)[N+](=O)[O-]
1.5922,[O-][N+](=O)CC(=O)N
1.3818,CCc1nn(c(n1)N)c1ccccc1[N+](=O)[O-]
1.572,[O-][N+](=O)c1ccc(o1)/C=N/n1cncn1
1.4093,CCOC(=O)C1=C(C)NC(=O)/C/1=C\c1ccc(cc1)[N+](=O)[O-]
1.3388,CC(Nc1ccc(cc1NC(=O)C)[N+](=O)[O-])C
1.4725,O=c1n(C)c(=Nc2ccc(cc2)[N+](=O)[O-])n(c(=O)n1C)C
1.2704,C[C@H]1[C@](C)(CC[C@@]1(C)C#N)OC(=O)c1ccc(cc1)[N+](=O)[O-]
1.4108,Cc1c([N+](=O)[O-])c(C)cc(c1[N+](=O)[O-])C
1.79,[O-][N+](=O)c1[nH]cc(n1)[N+](=O)[O-]
1.5788,[O-][N+](=O)c1cc[nH]n1
1.3921,C/C(=N\Nc1ccc(cc1[N+](=O)[O-])[N+](=O)[O-])/C=C/c1ccccc1
1.4143,COC(CN1CCN/C/1=C\[N+](=O)[O-])OC
1.3541,CCc1nc2ccccc2cc1[N+](=O)[O-]
1.3509,CCOC(=O)/C(=C\[N+](=O)[O-])/c1cn(c2c1cccc2)C
1.6016,CCOC(=O)Nc1c(cc(cc1[N+](=O)[O-])[N+](=O)[O-])[N+](=O)[O-]
1.5958,CC(=O)Nc1c(O)cc(cc1[N+](=O)[O-])C(=O)O
1.7559,[O-][N+](=O)c1cc(cc(c1n1nnc2c1c(cc(c2)[N+](=O)[O-])[N+](=O)[O-])[N+](=O)[O-])[N+](=O)[O-]
1.8019,[O-][N+](=O)c1cc([N+](=O)[O-])c(c(c1)[N+](=O)[O-])n1cnc(c1[N+](=O)[O-])[N+](=O)[O-]
1.312,[O-][N+](=O)/C=C/c1c(c2ccccc2)n(c2c1cccc2)C
1.4426,[O-][N+](=O)c1ccc(cc1)C#CC#Cc1ccc(cc1)[N+](=O)[O-]
1.7925,[O-][N+](=O)OCn1c(=O)n(c2c1nc1nonc1n2)CO[N+](=O)[O-]
1.7324,O=C(N1CC(C1)([N+](=O)[O-])[N+](=O)[O-])N1CC(C1)([N+](=O)[O-])[N+](=O)[O-]
1.8303,[O-][N+](=O)n1cnc(n1)/N=N/c1ncn(n1)[N+](=O)[O-]
1.7225,[O-][N+](=O)C1(CCC(CC1)([N+](=O)[O-])[N+](=O)[O-])[N+](=O)[O-]
1.6041,Nc1ccc(c(c1)C(=O)O)[N+](=O)[O-]
1.5086,[O-][N+](=O)c1ccc(cc1)Nc1ccc(cn1)[N+](=O)[O-]
1.4869,[O-][N+](=O)c1ccc(cc1)N/N=C/c1ccc(c(c1)O)O
1.4543,CCOC(=O)c1n[nH]c2c1ccc(c2)[N+](=O)[O-]
1.4641,[O-][N+](=O)c1cc(ccc1N/N=C/c1ccccc1)[N+](=O)[O-]
1.2186,CN(/C(=N\c1ccc(cc1)[N+](=O)[O-])/C(C)(C)C)C
1.2181,CCCCCNc1ccc(cc1)[N+](=O)[O-]
1.5164,[O-][N+](=O)c1ccc2c(c1)ccc(=O)[nH]2
1.9691,[O-][N+](=O)N1CCN([C@@H]2[C@H]1N([N+](=O)[O-])C(=O)N2[N+](=O)[O-])[N+](=O)[O-]
1.8204,NNC(=C([N+](=O)[O-])[N+](=O)[O-])N
1.478,COC(=O)c1cnc(nc1C)c1ccc(cc1)[N+](=O)[O-]
1.3212,[O-][N+](=O)c1ccccc1/C=N/c1ccccc1
1.3014,CN(c1ccc(cc1)/N=N/c1ccc(c(c1)[N+](=O)[O-])C)C
1.4021,O=Cc1ccc(c2c1ccc(c2)[N+](=O)[O-])N(C)C
1.4502,O/N=C/c1cccc(c1)[N+](=O)[O-]
1.4033,[O-][N+](=O)c1cc(/C=N/c2ccccc2)ccc1O
1.3486,[O-][N+](=O)c1ccc(c(c1N)C)C
1.2769,Cc1ccccc1/N=C/C=C/c1ccccc1[N+](=O)[O-]
1.4823,Oc1ccc(cc1C(=O)Nc1ccccc1)[N+](=O)[O-]
1.4563,CCOC(=O)c1noc(c1)CO[N+](=O)[O-]
1.8905,[O-][N+](=O)c1c(N)c([N+](=O)[O-])c(c(c1N)[N+](=O)[O-])O
1.3662,CCOC(=O)/C(=C/c1cc(ccc1N1CCCC1)[N+](=O)[O-])/C#N
1.2189,N#CC(=C(C[C@H](c1ccccc1)C[N+](=O)[O-])C)C#N
1.8189,[O-][N+](=O)c1n[nH]c(n1)N
1.8042,[O-][N+](=O)Nn1cc(nc1[N+](=O)[O-])[N+](=O)[O-]
1.3089,CC(N(c1ccc(cc1[N+](=O)[O-])[N+](=O)[O-])C(C)C)C
1.8412,O=C1c2c(cc(c(c2C(=O)c2c1c(cc(c2O)[N+](=O)[O-])[N+](=O)[O-])O)[N+](=O)[O-])[N+](=O)[O-]
1.4698,[O-][N+](=O)c1cc2c(cc1)ncn2C
1.3822,[O-][N+](=O)c1ccc2n(c1)c(cn2)c1ccccc1
1.8871,Oc1c([N+](=O)[O-])c(O)c(c(c1[N+](=O)[O-])O)[N+](=O)[O-]
1.2473,[O-][N+](=O)c1ccc2c(c1)C(C)(C)NC2(C)C
1.2719,C[C@@H]([C@@H](c1ccccc1)CC#N)OC(=O)c1ccc(cc1)[N+](=O)[O-]
1.3181,[O-][N+](=O)c1ccc(cc1)N(c1ccccc1)c1ccccc1
1.571,COc1ccc(c(c1)O)/C=N/c1cc([N+](=O)[O-])c(cc1N)[N+](=O)[O-]
